startsecond	text
601.16	One of the strands of thinking I was involved in was
605.16	that sameness is so incredibly overrated.
607.16	This whole idea that everything needs to be exactly the same
611.16	works for a very very few strand of companies,
614.16	and not for everybody else.
616.16	We were asked to design an identity for Casa da Musica,
620.16	the Rem Koolhaas-built music center
623.16	in Porto, in Portugal.
625.16	And even though I desired to do an identity
629.16	that doesn't use the architecture,
633.16	I failed at that.
635.16	And mostly also because I realized
638.16	out of a Rem Koolhaas presentation to the city of Porto, where
641.16	he talked about a conglomeration of various layers of meaning.
645.16	Which I understood after I
647.16	translated it from architecture speech
649.16	in to regular English,
651.16	basically as logo making.
653.16	And I understood that the building itself was a logo.
656.16	So then it became quite easy.
658.16	We put a mask on it,
660.16	looked at it deep down in the ground,
662.16	checked it out from all sides,
665.16	west, north, south, east,
668.16	top and bottom.
670.16	Colored them in a very particular way
672.16	by having a friend of mine write a piece of software,
675.16	the Casa da Musica Logo Generator.
677.16	That's connected to a scanner.
680.16	You put any image in there, like that Beethoven image.
683.16	And the software, in a second,
686.16	will give you the Casa da Musica Beethoven logo.
689.16	Which, when you actually have to design a Beethoven poster,
692.16	comes in handy, because the visual information of the logo
697.16	and the actual poster is exactly the same.
700.16	So it will always fit together, conceptually, of course.
704.16	If Zappa's music is performed, it gets its own logo.
708.16	Or Philip Glass or Lou Reed or the Chemical Brothers,
711.16	who all performed there, get their own
713.16	Casa da Musica logo.
715.16	It works the same internally with the president or the musical director,
719.16	whose Casa da Musica portraits wind up on their business cards.
723.16	There is a full-blown orchestra
725.16	living inside the building.
728.16	It has a more transparent identity.
732.16	The truck they go on tour with.
735.16	Or there's a smaller contemporary orchestra,
744.16	And one of the handy things that came about
746.16	was that you could take the logo type
749.16	and create advertising out of it.
752.16	Like this Donna Toney poster,
754.16	or Chopin, or Mozart,
756.16	or La Monte Young.
758.16	You can take the shape and make typography out of it.
762.16	You can grow it underneath the skin.
764.16	You can have a poster for a family event in front of the house,
768.16	or a rave underneath the house
771.16	or a weekly program,
773.16	as well as educational services.
777.16	Second insight. So far, until that point I had
780.16	been mostly involved
783.16	or used the language of design
785.16	for promotional purposes,
787.16	which was fine with me.
789.16	On one hand I have nothing against selling.
791.16	My parents are both salespeople.
794.16	But I did feel that
796.16	I spent so much time learning this language,
798.16	why do I only promote with it?
801.16	There must be something else.
803.16	And the whole series of work came out of it.
805.16	Some of you might have seen it.
807.16	I showed some of it
809.16	at earlier TEDs before,
811.16	"under the title ""Things I've Learned in My Life So Far."""
814.16	I'll just show two now.
816.16	This is a whole wall of bananas
819.16	at different ripenesses
821.16	on the opening day in this gallery in New York.
824.16	"It says, ""Self-confidence produces fine results."""
828.16	This is after a week.
830.16	After two weeks,
832.16	three weeks, four weeks, five weeks.
835.16	And you see the self confidence almost comes back,
837.16	but not quite.
841.16	These are some pictures visitors sent to me.
844.16	(Laughter)
845.16	And then the city of Amsterdam
847.16	gave us a plaza and asked us to do something.
850.16	We used the stone plates as a grid
854.16	for our little piece.
857.16	We got 250,000 coins from the central bank,
861.16	at different darknesses.
863.16	So we got brand new ones, shiny ones,
865.16	medium ones, and very old, dark ones.
869.16	And with the help of 100 volunteers, over a week,
873.16	created this fairly floral typography
878.16	"that spelled, ""Obsessions make my life worse"
880.16	"and my work better."""
882.16	And the idea of course was to
884.16	make the type so precious
887.16	that as an audience
889.16	you would be in between,
891.16	"""Should I really take as much money as I can?"
893.16	"Or should I leave the piece intact as it is right now?"""
898.16	While we built all this up
900.16	during that week, with the 100 volunteers,
902.16	a good number of the neighbors surrounding the plaza
906.16	got very close to it and quite loved it.
908.16	So when it was finally done,
910.16	and in the first night
912.16	a guy came with big plastic bags
914.16	and scooped up as many coins as he could possibly carry,
919.16	one of the neighbors called the police.
921.16	And the Amsterdam police
923.16	in all their wisdom,
926.16	came, saw,
928.16	and they wanted to protect the artwork.
930.16	And they swept it all up and put it into custody
933.16	at police headquarters.
935.16	(Laughter)
937.16	I think you see, you see them sweeping. You see them sweeping right here.
940.16	That's the police, getting rid of it all.
944.16	So after eight hours
946.16	that's pretty much all that was left
948.16	of the whole thing.
950.16	(Laughter)
952.16	We are also working on the start of a bigger project in Bali.
955.16	It's a movie about happiness.
957.16	And here we asked some nearby pigs
960.16	to do the titles for us.
962.16	They weren't quite slick enough.
964.16	So we asked the goose to do it again,
966.16	and hoped she would do somehow,
968.16	a more elegant or pretty job.
971.16	And I think she overdid it.
973.16	Just a bit too ornamental.
976.16	And my studio is very close to the monkey forest.
980.16	And the monkeys in that monkey forest
982.16	looked, actually, fairly happy.
984.16	So we asked those guys to do it again.
989.16	They did a fine job, but had
991.16	a couple of readability problems.
996.16	So of course whatever you don't really do yourself
999.16	doesn't really get done properly.
1003.16	That film we'll be working on for the next two years.
1007.16	So it's going to be a while.
1010.16	And of course you might think that
1012.16	doing a film on happiness
1015.16	might not really be worthwhile.
1017.16	Then you can of course always
1019.16	go and see this guy.
1021.16	Video: (Laughter)
1036.16	And I'm happy I'm alive.
1038.16	I'm happy I'm alive. I'm happy I'm alive.
1045.16	Stefan Sagmeister: Thank you.
1047.16	(Applause)
