startsecond	text
590.16	They're going to make all that stuff go away.
592.16	What does a genome look like?
595.16	Well, there it is. It is a long, long series of these base pairs.
601.16	If you saw the genome for a mouse or for a human it would look no different than this,
605.16	but what scientists are doing now is
607.16	they're understanding what these do and what they mean.
611.16	Because what Nature is doing is double-clicking all the time.
615.16	In other words, the first couple of sentences here,
619.16	assuming this is a grape plant:
621.16	make a root, make a branch, create a blossom.
625.16	In a human being, down in here it could be:
629.16	make blood cells, start cancer.
633.16	For me it may be: every calorie you consume, you conserve,
640.16	because I come from a very cold climate.
643.16	For my wife: eat three times as much and you never put on any weight.
647.16	It's all hidden in this code,
649.16	and it's starting to be understood at breakneck pace.
654.16	So, what can we do with genomes now that we can read them,
657.16	now that we're starting to have the book of life?
659.16	Well, there's many things. Some are exciting. 
662.16	Some people will find very scary. I will tell you a couple of things
666.16	that will probably make you want to projectile puke on me, but that's okay.
670.16	So, you know, we now can learn the history of organisms.
674.16	You can do a very simple test: scrape your cheek; send it off.
677.16	You can find out where your relatives come from;
680.16	you can do your genealogy going back thousands of years.
683.16	We can understand functionality. This is really important.
686.16	We can understand, for example, why we create plaque in our arteries,
691.16	what creates the starchiness inside of a grain,
695.16	why does yeast metabolize sugar and produce carbon dioxide.
703.16	We can also look at, at a grander scale, what creates problems,
706.16	what creates disease, and how we may be able to fix them.
710.16	Because we can understand this,
712.16	we can fix them, make better organisms.
715.16	Most importantly, what we're learning
717.16	is that Nature has provided us a spectacular toolbox.
722.16	The toolbox exists.
724.16	An architect far better and smarter than us has given us that toolbox,
729.16	and we now have the ability to use it.
732.16	We are now not just reading genomes; we are writing them.
736.16	This company, Synthetic Genomics, I'm involved with,
738.16	created the first full synthetic genome for a little bug,
742.16	a very primitive creature called Mycoplasma genitalium.
745.16	If you have a UTI, you've probably -- or ever had a UTI --
749.16	you've come in contact with this little bug.
752.16	Very simple -- only has about 246 genes --
755.16	but we were able to completely synthesize that genome.
762.16	Now, you have the genome and you say to yourself,
765.16	So, if I plug this synthetic genome -- if I pull the old one out and plug it in --
770.16	does it just boot up and live?
772.16	Well, guess what. It does.
776.16	Not only does it do that; if you took the genome -- that synthetic genome --
782.16	and you plugged it into a different critter, like yeast,
785.16	you now turn that yeast into Mycoplasma.
789.16	It's, sort of, like booting up a PC with a Mac O.S. software.
794.16	Well, actually, you could do it the other way.
796.16	So, you know, by being able to write a genome
800.16	and plug it into an organism,
803.16	the software, if you will, changes the hardware.
808.16	And this is extremely profound.
810.16	So, last year the French and Italians announced
813.16	they got together and they went ahead and they sequenced Pinot Noir.
817.16	The genomic sequence now exists for the entire Pinot Noir organism,
823.16	and they identified, once again, about 29,000 genes.
827.16	They have discovered pathways that create flavors,
830.16	although it's very important to understand
832.16	that those compounds that it's cranking out
835.16	have to match a receptor in our genome, in our tongue,
838.16	for us to understand and interpret those flavors.
841.16	They've also discovered that
843.16	there's a heck of a lot of activity going on producing aroma as well.
847.16	They've identified areas of vulnerability to disease.
850.16	They now are understanding, and the work is going on,
854.16	exactly how this plant works, and we have the capability to know,
858.16	to read that entire code and understand how it ticks.
862.16	So, then what do you do?
864.16	Knowing that we can read it, knowing that we can write it, change it,
868.16	maybe write its genome from scratch. So, what do you do?
872.16	Well, one thing you could do is what some people might call Franken-Noir.
876.16	(Laughter)
879.16	We can build a better vine.
881.16	By the way, just so you know:
883.16	you get stressed out about genetically modified organisms;
887.16	there is not one single vine in this valley or anywhere
890.16	that is not genetically modified.
892.16	They're not grown from seeds; they're grafted into root stock;
895.16	they would not exist in nature on their own.
897.16	So, don't worry about, don't stress about that stuff. We've been doing this forever.
901.16	So, we could, you know, focus on disease resistance;
904.16	we can go for higher yields without necessarily having
908.16	dramatic farming techniques to do it, or costs.
911.16	We could conceivably expand the climate window:
914.16	we could make Pinot Noir grow maybe in Long Island, God forbid.
919.16	(Laughter)
923.16	We could produce better flavors and aromas. 
926.16	You want a little more raspberry, a little more chocolate here or there?
929.16	All of these things could conceivably be done,
932.16	and I will tell you I'd pretty much bet that it will be done.
935.16	But there's an ecosystem here.
937.16	In other words, we're not, sort of, unique little organisms running around;
942.16	we are part of a big ecosystem.
944.16	In fact -- I'm sorry to inform you --
947.16	that inside of your digestive tract is about 10 pounds of microbes
951.16	which you're circulating through your body quite a bit.
954.16	Our ocean's teaming with microbes;
957.16	in fact, when Craig Venter went and sequenced the microbes in the ocean,
962.16	in the first three months tripled the known species on the planet
966.16	by discovering all-new microbes in the first 20 feet of water.
969.16	We now understand that those microbes have more impact on our climate
973.16	and regulating CO2 and oxygen than plants do,
977.16	which we always thought oxygenate the atmosphere.
979.16	We find microbial life in every part of the planet:
983.16	in ice, in coal, in rocks, in volcanic vents; it's an amazing thing.
