startsecond	text
432.16	identify what are stars and throw them away, look at the galaxies,
435.16	estimate how far away they are, and plot them up.
438.16	And just put radially they're going out that way.
440.16	And you see these structures, this thing we call the Great Wall,
443.16	but there are voids and those kinds of stuff, and they kind of fade out
446.16	because the telescope isn't sensitive enough to do it.
448.16	Now I'm going to show you this in 3D.
451.16	What happens is, you take pictures
452.16	as the Earth rotates, you get a fan across the sky.
455.16	There are some places you can't look because of our own galaxy,
457.16	or because there are no telescopes available to do it.
461.16	So the next picture shows you the three-dimensional version of this rotating around.
465.16	Do you see the fan-like scans made across the sky?
468.16	Remember, every spot on here is a galaxy, and you see the galaxies,
474.16	you know, sort of in our neighborhood, and you sort of see the structure.
478.16	And you see this thing we call the Great Wall,
480.16	and you see the complicated structure, and you see these voids.
483.16	There are places where there are no galaxies and there are places
485.16	where there are thousands of galaxies clumped together, right.
488.16	So there's an interesting pattern,
490.16	but we don't have enough data here to actually see the pattern.
492.16	We only have a million galaxies, right?
494.16	So we're keeping, like, a million balls in the air
496.16	but, what's going on?
498.16	There's another survey which is very similar to this,
500.16	called the Two-degree Field of View Galaxy Redshift Survey.
506.16	Now we're going to fly through it at warp a million.
509.16	And every time there's a galaxy -- at its location there's a galaxy --
513.16	and if we know anything about the galaxy, which we do,
515.16	because there's a redshift measurement and everything,
517.16	you put in the type of galaxy and the color,
519.16	so this is the real representation.
521.16	And when you're in the middle of the galaxies
522.16	it's hard to see the pattern; it's like being in the middle of life.
525.16	It's hard to see the pattern in the middle of the audience,
526.16	it's hard to see the pattern of this.
528.16	So we're going to go out and swing around and look back at this.
533.16	And you'll see, first, the structure of the survey,
537.16	and then you'll start seeing the structure of the galaxies
540.16	that we see out there.
546.16	So again, you can see the extension of this Great Wall of galaxies showing up here.
549.16	But you can see the voids,
551.16	you can see the complicated structure, and you say,
555.16	well, how did this happen?
557.16	Suppose you're the cosmic designer.
559.16	How are you going to put galaxies out there in a pattern like that?
561.16	It's not just throwing them out at random.
563.16	There's a more complicated process going on here.
565.16	How are you going to end up doing that?
567.16	And so now we're in for some serious play.
570.16	That is, we have to seriously play God,
572.16	not just change people's lives, but make the universe, right.
575.16	So if that's your responsibility, how are you going to do that?
578.16	What's the kind of technique?
579.16	What's the kind of thing you're going to do?
581.16	So I'm going to show you the results of a very large-scale simulation
585.16	of what we think the universe might be like, using, essentially,
589.16	some of the play principles and some of the design principles that,
592.16	you know, humans have labored so hard to pick up,
595.16	but apparently nature knew how to do at the beginning.
598.16	And that is, you start out with very simple ingredients
602.16	and some simple rules,
604.16	but you have to have enough ingredients to make it complicated.
607.16	And then you put in some randomness,
611.16	some fluctuations and some randomness,
