startsecond	text
866.26	And I felt badly for not having done a good job.
869.26	"And she said, ""I'm really anxious, I just moved to a new town, I have this new job,"
872.26	"and I've just had this incredible amount of anxiety."""
875.26	"So she had seen the ""Scared"" song and wondered if I could do something."
878.26	"So I asked her, ""What does it feel like when you feel this way?"""
881.26	And she wrote a sort of descriptive set
883.26	of what it felt like to have had this anxiety.
886.26	And so what I decided to do.
888.26	"I said, ""Okay, I'll think about it."""
890.26	And so quietly in the background, I started sending people this.
897.26	(Audio) ♫ Hey ♫
899.26	♫ You're okay ♫
903.26	♫ You'll be fine ♫
906.26	So I asked people
908.26	whether they had basic audio capabilities,
911.26	just so they could sing along to the song with headphones on,
914.26	so I could just get their voices back.
916.26	And this is the kind of thing that I got back.
921.26	Recording: ♫ Hey ♫
924.26	♫ You're okay ♫
928.26	♫ You'll be fine ♫
931.26	ZF: So that's one of the better ones, really.
933.26	But what's awesome is, as I started getting more and more and more of them,
936.26	all of a sudden I had 30, 40 voices from around the world.
940.26	And when you put them together, something magical happens,
943.26	something absolutely incredible happens,
945.26	and all of a sudden I get a chorus from around the world.
948.26	And what was really great is, I'm putting all this work together in the background,
951.26	and Laura sent me a follow-up email because a good month had passed by.
954.26	"And she said, ""I know you've forgotten about me."
957.26	"I just want to say thanks for even considering it."""
961.26	And then a few days later I sent her this.
966.26	(Audio) ♫ Right now, it feels like I forgot to turn the light on ♫
974.26	♫ And things that looked so good yesterday ♫
978.26	♫ are now shades of gray ♫
981.26	♫ And it seems like the world is spinning ♫
985.26	♫ while I'm standing still ♫
988.26	♫ Or maybe I am spinning I can't tell ♫
993.26	♫ And then you say ♫
995.26	♫ Hey ♫
998.26	♫ You're okay ♫
1002.26	♫ You'll be fine ♫
1005.26	♫ Just breathe ♫
1008.26	♫ And now the words sing ♫
1010.26	♫ Hey ♫
1013.26	♫ You're okay ♫
1016.26	♫ You'll be fine ♫
1020.26	♫ Just breathe ♫
1023.26	♫ Now everybody sings ♫
1025.26	♫ Hey ♫
1028.26	♫ You're okay ♫
1031.26	♫ You'll be fine ♫
1035.26	♫ Just breathe ♫
1040.26	♫ Hey ♫
1042.26	♫ You're okay ♫
1046.26	♫ You'll be fine ♫
1050.26	♫ Just breathe ♫
1054.26	♫ Hey ♫
1057.26	♫ You're okay ♫
1061.26	♫ You'll be fine ♫
1064.26	♫ Just breathe ♫
1067.26	Thank you.
1069.26	(Applause)
