startsecond	text
482.26	anymore than light can escape.
484.26	But even though the black hole is dark from the outside,
487.26	it's not dark on the inside,
489.26	because all of the light from the galaxy can fall in behind us.
492.26	And even though, due to a relativistic effect known as time dilation,
496.26	our clocks would seem to slow down
499.26	relative to galactic time,
502.26	it would look as though the evolution of the galaxy
505.26	had been sped up and shot at us,
507.26	right before we were crushed to death by the black hole.
510.26	It would be like a near-death experience
512.26	where you see the light at the end of the tunnel,
514.26	but it's a total death experience.
516.26	(Laughter)
518.26	And there's no way of telling anybody
520.26	about the light at the end of the tunnel.
522.26	Now we've never seen a shadow like this of a black hole,
525.26	but black holes can be heard,
527.26	even if they're not seen.
529.26	Imagine now taking an astrophysically realistic situation --
533.26	imagine two black holes that have lived a long life together.
536.26	Maybe they started as stars
538.26	and collapsed to two black holes --
540.26	each one 10 times the mass of the Sun.
543.26	So now we're going to crush them down to 60 kilometers across.
546.26	They can be spinning
548.26	hundreds of times a second.
550.26	At the end of their lives,
552.26	they're going around each other very near the speed of light.
555.26	So they're crossing thousands of kilometers
557.26	in a fraction of a second,
559.26	and as they do so, they not only curve space,
561.26	but they leave behind in their wake
563.26	a ringing of space,
565.26	an actual wave on space-time.
567.26	Space squeezes and stretches
569.26	as it emanates out from these black holes
571.26	banging on the universe.
573.26	And they travel out into the cosmos
575.26	at the speed of light.
577.26	This computer simulation
579.26	is due to a relativity group at NASA Goddard.
582.26	It took almost 30 years for anyone in the world to crack this problem.
585.26	This was one of the groups.
587.26	It shows two black holes in orbit around each other,
589.26	again, with these helpfully painted curves.
591.26	And if you can see -- it's kind of faint --
594.26	but if you can see the red waves emanating out,
597.26	those are the gravitational waves.
599.26	They're literally the sounds of space ringing,
602.26	and they will travel out from these black holes at the speed of light
604.26	as they ring down and coalesce
607.26	to one spinning, quiet black hole
609.26	at the end of the day.
611.26	If you were standing near enough,
613.26	your ear would resonate
615.26	with the squeezing and stretching of space.
617.26	You would literally hear the sound.
619.26	Now of course, your head would be squeezed and stretched unhelpfully,
623.26	so you might have trouble understanding what's going on.
626.26	But I'd like to play for you
628.26	the sound that we predict.
630.26	This is from my group --
632.26	a slightly less glamorous computer modeling.
635.26	Imagine a lighter black hole
637.26	falling into a very heavy black hole.
639.26	The sound you're hearing
641.26	is the light black hole banging on space
644.26	each time it gets close.
646.26	If it gets far away, it's a little too quiet.
649.26	But it comes in like a mallet,
651.26	and it literally cracks space,
653.26	wobbling it like a drum.
655.26	And we can predict what the sound will be.
658.26	We know that, as it falls in,
660.26	it gets faster and it gets louder.
662.26	And eventually,
664.26	we're going to hear the little guy just fall into the bigger guy.
667.26	(Thumping)
684.26	Then it's gone.
686.26	Now I've never heard it that loud -- it's actually more dramatic.
688.26	At home it sounds kind of anticlimactic.
690.26	It's sort of like ding, ding, ding.
692.26	This is another sound from my group.
696.26	No, I'm not showing you any images,
698.26	because black holes don't leave behind
700.26	helpful trails of ink,
702.26	and space is not painted,
704.26	showing you the curves.
706.26	But if you were to float by in space on a space holiday
708.26	and you heard this,
710.26	you want to get moving.
712.26	(Laughter)
714.26	Want to get away from the sound.
716.26	Both black holes are moving.
718.26	Both black holes are getting closer together.
721.26	In this case, they're both wobbling quite a lot.
724.26	And then they're going to merge.
726.26	(Thumping)
734.26	Now it's gone.
736.26	Now that chirp is very characteristic of black holes merging --
739.26	that it chirps up at the end.
742.26	Now that's our prediction
